00501,408151,-730455
00544,408132,-730476
00601,181642,-667227
00601,181642,-667227
00601,181642,-667227
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00602,183974,-671679
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00603,184409,-671508
00604,184295,-671547
00604,184295,-671547
00604,184295,-671547
00605,184289,-671538
00606,181825,-669806
00606,181825,-669806
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00610,182859,-671412
00611,182856,-669699
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00612,184739,-667295
00613,184747,-667216
00614,184567,-667358
00616,184287,-666836
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00617,184548,-665389
00622,180265,-671728
00622,180265,-671728
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00623,180849,-671634
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00624,180112,-663514
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00627,184865,-668455
00631,181639,-667246
00631,181639,-667246
00636,181647,-670797
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00637,180664,-669568
00638,183392,-664686
00638,183392,-664686
00638,183392,-664686
00638,183392,-664686
00638,183392,-664686
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00641,182676,-667005
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00646,184598,-662593
00647,179715,-669368
00647,179715,-669368
00647,179715,-669368
00647,179715,-669368
00650,183645,-665673
00650,183645,-665673
00650,183645,-665673
00650,183645,-665673
00650,183645,-665673
00650,183645,-665673
00652,184598,-666117
00653,179714,-669064
00653,179714,-669064
00653,179714,-669064
00653,179714,-669064
00653,179714,-669064
00653,179714,-669064
00653,179714,-669064
00653,179714,-669064
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00656,180206,-667914
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00659,184851,-668257
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00660,181683,-671306
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00662,184951,-670273
00664,182205,-666046
00664,182205,-666046
00664,182205,-666046
00664,182205,-666046
00664,182205,-666046
00664,182205,-666046
00664,182205,-666046
00667,180409,-670495
00667,180409,-670495
00667,180409,-670495
00667,180409,-670495
00667,180409,-670495
00667,180409,-670495
00667,180409,-670495
00667,180409,-670495
00669,182912,-668528
00669,182912,-668528
00669,182912,-668528
00669,182912,-668528
00669,182912,-668528
00670,182539,-669876
00670,182539,-669876
00670,182539,-669876
00670,182539,-669876
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00674,184259,-664717
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00676,183946,-671158
00677,183427,-672504
00677,183427,-672504
00677,183427,-672504
00677,183427,-672504
00677,183427,-672504
00677,183427,-672504
